City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Soma,39.1855,27.6094,48.38,79,93,3.49,TR,1637910778
Saskylakh,71.9167,114.0833,-16.96,98,37,8.75,RU,1637910778
Pierre,44.3683,-100.351,29.28,69,47,4.0,US,1637910116
Airai,-8.9266,125.4092,69.75,80,100,1.68,TL,1637910779
Havre-St-Pierre,50.2334,-63.5986,43.16,100,90,5.75,CA,1637910779
Plácido de Castro,-10.3353,-67.1856,73.98,90,100,3.04,BR,1637910780
East London,-33.0153,27.9116,61.74,94,75,16.11,ZA,1637910780
Wiwilí,13.6268,-85.8254,68.18,96,100,2.75,NI,1637910781
Hvolsvollur,63.7533,-20.2243,24.28,61,0,11.52,IS,1637910781
Ponta do Sol,32.6667,-17.1,61.43,61,98,11.86,PT,1637910782
Puerto Colombia,10.9878,-74.9547,80.13,82,100,22.57,CO,1637910782
Santa Isabel,-23.3156,-46.2214,77.65,89,100,4.12,BR,1637910782
Bontang,0.1333,117.5,84.92,73,100,3.6,ID,1637910783
Tuatapere,-46.1333,167.6833,48.4,97,100,4.45,NZ,1637910783
Comodoro Rivadavia,-45.8667,-67.5,55.26,47,0,9.22,AR,1637910784
Tezu,27.9167,96.1667,77.83,37,73,3.18,IN,1637910784
Long Beach,33.767,-118.1892,68.43,14,1,1.99,US,1637910557
Opunake,-39.4556,173.8583,64.35,85,57,11.97,NZ,1637910786
Burrel,41.6103,20.0089,50.31,91,100,8.05,AL,1637910787
Kidal,18.4411,1.4078,73.44,33,3,8.5,ML,1637910787
Quesnel,52.9999,-122.5029,36.3,92,100,7.25,CA,1637910788
Bodden Town,19.2833,-81.25,78.93,79,21,19.08,KY,1637910788
Yangi Marg`ilon,40.4272,71.7189,48.92,76,75,6.91,UZ,1637910788
Atuona,-9.8,-139.0333,78.8,77,2,19.22,PF,1637910658
Seoul,37.5683,126.9778,47.68,45,99,10.0,KR,1637910745
Vila Franca do Campo,37.7167,-25.4333,59.2,69,99,15.14,PT,1637910789
Mar del Plata,-38.0023,-57.5575,61.09,89,0,1.99,AR,1637910790
Kahului,20.8947,-156.47,74.46,77,1,13.8,US,1637910790
Tucumã,-0.1833,-50.05,75.72,92,97,4.65,BR,1637910790
Biltine,14.5333,20.9167,78.06,11,3,17.18,TD,1637910791
Skibbereen,51.55,-9.2667,49.8,80,100,24.29,IE,1637910791
Talnakh,69.4865,88.3972,-0.17,96,100,6.89,RU,1637910792
Katsuura,35.1333,140.3,62.11,56,3,3.67,JP,1637910793
Kalmunai,7.4167,81.8167,84.38,71,100,5.21,LK,1637910793
Vardø,70.3705,31.1107,19.38,79,75,10.36,NO,1637910794
Ngorongoro,-3.2397,35.4875,62.91,58,98,8.7,TZ,1637910794
Khandyga,62.6667,135.6,-20.63,94,64,3.0,RU,1637910794
Tuktoyaktuk,69.4541,-133.0374,-2.0,94,100,17.81,CA,1637910795
Conde,-7.2597,-34.9075,76.46,88,20,4.61,BR,1637910795
Ancud,-41.8697,-73.8203,47.73,82,100,6.13,CL,1637910795
Asău,46.4333,26.4,38.75,56,6,2.21,RO,1637910796
Anadyr,64.75,177.4833,-9.0,69,100,4.21,RU,1637910796
Rawson,-43.3002,-65.1023,56.91,74,100,3.06,AR,1637910649
Arrondissement de Limoux,42.9167,2.1667,43.93,82,100,12.39,FR,1637910797
Mersin Province,36.862,34.6509,58.35,68,5,3.31,TR,1637910797
Ilo,-17.6394,-71.3375,65.25,78,100,4.38,PE,1637910798
Ostrovnoy,68.0531,39.5131,23.97,79,100,10.4,RU,1637910798
Bom Jesus,-9.0744,-44.3586,70.29,96,95,0.78,BR,1637910799
Hasaki,35.7333,140.8333,59.4,57,19,8.72,JP,1637910799
Kirakira,-10.4544,161.9205,80.46,84,46,6.35,SB,1637910799
Esil,51.9556,66.4042,17.1,93,98,13.29,KZ,1637910800
Lüderitz,-26.6481,15.1594,64.87,74,3,10.42,NA,1637910800
Souillac,-20.5167,57.5167,84.58,61,20,8.05,MU,1637910801
Yulara,-25.2406,130.9889,84.04,28,0,10.36,AU,1637910801
Astghadzor,40.1225,45.357,38.08,80,100,7.29,AM,1637910802
Coyhaique,-45.5752,-72.0662,44.55,81,0,5.75,CL,1637910802
Lebu,-37.6167,-73.65,51.31,89,12,13.18,CL,1637910803
Safi,32.2994,-9.2372,59.36,75,98,9.93,MA,1637910803
El Alto,-4.2714,-81.2147,64.54,85,100,12.3,PE,1637910803
Raseiniai,55.3736,23.1217,36.05,83,100,15.19,LT,1637910804
Oktyabr'skiy,54.4815,53.471,24.62,94,99,12.08,RU,1637910804
Leningradskiy,69.3833,178.4167,-21.84,97,99,4.45,RU,1637910805
Egvekinot,66.3167,-179.1667,-19.32,88,30,10.78,RU,1637910805
Kruisfontein,-34.0033,24.7314,65.88,67,100,24.63,ZA,1637910805
Fortuna,40.5982,-124.1573,47.35,49,1,5.01,US,1637910806
Tarko-Sale,64.9225,77.785,-3.8,92,82,10.63,RU,1637910806
Iracoubo,5.4802,-53.2011,76.93,90,97,6.6,GF,1637910807
Charter Township of Clinton,42.587,-82.9199,32.32,76,75,1.99,US,1637910562
Micheweni,-4.9667,39.8333,84.0,70,92,6.82,TZ,1637910808
Maravilha,-26.7608,-53.1725,63.61,96,4,6.17,BR,1637910809
San Ignacio,17.1561,-89.0714,65.88,97,20,1.05,BZ,1637910810
Carnarvon,-24.8667,113.6333,87.87,42,0,17.27,AU,1637910666
Basco,20.4487,121.9702,78.35,83,100,24.67,PH,1637910811
Monrovia,6.3005,-10.7969,78.35,84,92,2.04,LR,1637910811
Shache,38.4167,77.2406,44.73,25,11,5.28,CN,1637910812
Iqaluit,63.7506,-68.5145,13.14,86,95,2.98,CA,1637910812
Codrington,-38.2667,141.9667,57.78,73,99,21.43,AU,1637910813
Port Augusta,-32.5,137.7667,74.71,37,11,21.81,AU,1637910813
San Cristobal,7.7669,-72.225,64.11,96,100,1.1,VE,1637910813
Barstow,34.8986,-117.0228,54.28,14,0,2.73,US,1637910809
Altona,53.55,9.9333,38.82,97,75,8.05,DE,1637910814
Wanaka,-44.7,169.15,53.06,90,100,6.33,NZ,1637910814
Kavieng,-2.5744,150.7967,84.0,71,83,5.73,PG,1637910815
Hilo,19.7297,-155.09,71.33,89,90,0.0,US,1637910815
Campagna,40.6653,15.1059,55.08,90,99,7.38,IT,1637910816
Mandeville,18.0417,-77.5071,71.65,94,29,4.27,JM,1637910588
Tucuruí,-3.7661,-49.6725,73.38,96,100,1.92,BR,1637910816
Teya,60.3778,92.6267,8.69,86,100,8.57,RU,1637910817
Subiaco,41.9254,13.0941,50.61,94,98,3.44,IT,1637910817
Fort-Shevchenko,44.5086,50.263,37.65,39,100,16.89,KZ,1637910818
Bria,6.5423,21.9863,76.95,31,59,5.21,CF,1637910818
Paamiut,61.994,-49.6678,35.55,99,100,11.43,GL,1637910819
Waipawa,-41.4122,175.5153,61.03,66,86,18.88,NZ,1637910819
Ahipara,-35.1667,173.1667,63.19,77,97,2.55,NZ,1637910820
Saint-Philippe,-21.3585,55.7679,82.11,80,51,2.71,RE,1637910820
Chui,-33.6971,-53.4616,63.84,96,100,10.07,UY,1637910821
Graaff-Reinet,-32.2522,24.5308,60.93,76,100,5.1,ZA,1637910821
Longyearbyen,78.2186,15.6401,-3.14,83,38,3.2,SJ,1637910821
Andenes,69.3143,16.1194,23.07,74,40,6.91,NO,1637910822
Sitka,57.0531,-135.33,37.29,60,90,13.8,US,1637910822
Tikhvin,59.6451,33.5294,33.22,96,100,13.71,RU,1637910823
Concepción del Oro,24.6333,-101.4167,51.19,83,100,6.17,MX,1637910823
Ossora,59.2353,163.0719,0.7,86,3,11.39,RU,1637910823
Göksun,38.021,36.4973,43.75,78,16,2.53,TR,1637910824
‘Ewa Beach,21.3156,-158.0072,76.98,69,1,11.99,US,1637910824
Cidreira,-30.1811,-50.2056,68.04,97,94,5.86,BR,1637910825
Calama,-22.4667,-68.9333,43.29,19,50,16.11,CL,1637910825
Henties Bay,-22.116,14.2845,61.86,74,83,5.37,NA,1637910826
Dingle,10.9995,122.6711,84.0,80,100,10.33,PH,1637910827
Rānībennur,14.6167,75.6167,79.23,60,64,12.5,IN,1637910827
Aksarka,66.5606,67.7975,-2.22,91,59,5.88,RU,1637910828
Victor Harbor,-35.5667,138.6167,67.8,78,14,5.01,AU,1637910828
Manatí,18.4275,-66.4921,77.61,94,55,10.6,PR,1637910829
Killybegs,54.6333,-8.45,46.45,70,11,32.19,IE,1637910829
Nanortalik,60.1432,-45.2371,40.96,98,100,14.43,GL,1637910830
Faanui,-16.4833,-151.75,82.26,73,9,19.37,PF,1637910830
Along,28.1667,94.7667,78.26,35,8,2.28,IN,1637910831
Glens Falls,43.3095,-73.644,39.16,95,90,3.44,US,1637910381
Puerto Escondido,15.85,-97.0667,76.48,83,12,4.63,MX,1637910832
Roald,62.5833,6.1333,31.08,86,0,6.91,NO,1637910832
Bubaque,11.2833,-15.8333,83.08,70,68,8.68,GW,1637910833
Honningsvåg,70.9821,25.9704,24.55,74,20,10.36,NO,1637910834
Svetlaya,46.5389,138.3297,30.67,69,100,10.96,RU,1637910834
Pisco,-13.7,-76.2167,64.45,82,0,2.3,PE,1637910835
Mbandaka,0.0487,18.2603,78.48,73,93,1.7,CD,1637910835
Sørland,67.667,12.6934,31.86,80,40,10.36,NO,1637910836
Bereda,43.2686,-7.5406,43.0,100,100,2.21,ES,1637910836
Agapovka,53.2973,59.1348,27.61,81,32,11.05,RU,1637910836
Kungurtug,50.5994,97.5228,37.54,67,100,1.14,RU,1637910837
Eunice,30.4944,-92.4176,57.16,82,56,15.66,US,1637910759
Cayenne,4.9333,-52.3333,76.08,91,75,1.01,GF,1637910838
Gao,16.6362,1.637,74.26,25,3,11.36,ML,1637910838
Faro,37.0194,-7.9322,44.38,93,0,5.75,PT,1637910838
Moctezuma,29.8,-109.6667,52.07,70,50,7.7,MX,1637910839
Abhā,18.2164,42.5053,68.25,46,0,0.0,SA,1637910839
New London,41.4834,-72.0662,49.8,59,90,5.75,US,1637910840
Srednekolymsk,67.45,153.6833,-34.06,100,14,2.66,RU,1637910840
Tegul'det,57.3064,88.1667,9.12,88,100,9.26,RU,1637910840
Fukuechō,32.6881,128.8419,57.94,52,0,16.15,JP,1637910841
Port Hardy,50.6996,-127.4199,45.45,90,100,5.75,CA,1637910841
Kharagpur,22.3333,87.3333,81.97,43,0,5.77,IN,1637910842
Batagay-Alyta,67.8006,130.4114,-14.66,79,100,2.39,RU,1637910842
Bilibino,68.0546,166.4372,-34.44,99,35,4.12,RU,1637910843
Tibati,6.4667,12.6333,75.24,31,10,2.73,CM,1637910843
Yenagoa,4.9247,6.2642,78.78,87,66,1.81,NG,1637910843
Hamilton,39.1834,-84.5333,36.09,78,90,3.0,US,1637910844
San Vicente,-26.6167,-54.1333,65.12,95,99,5.17,AR,1637910844
Devarkonda,16.7,78.9333,83.21,48,27,8.1,IN,1637910845
São Filipe,14.8961,-24.4956,77.43,76,93,7.94,CV,1637910845
Saint Anthony,45.0205,-93.218,18.55,64,20,1.01,US,1637910845
Rio Verde de Mato Grosso,-18.9181,-54.8442,75.65,75,100,3.6,BR,1637910846
Touros,-5.1989,-35.4608,77.9,76,59,9.42,BR,1637910846
Carinhanha,-14.3047,-43.765,68.5,69,29,2.53,BR,1637910847
Gobabis,-22.45,18.9667,79.86,8,0,8.03,NA,1637910847
Nichinan,31.6,131.3667,62.76,49,0,1.92,JP,1637910848
Wakefield,53.6809,-1.499,47.62,84,97,17.67,GB,1637910848
Norman Wells,65.282,-126.8329,-15.39,95,100,8.63,CA,1637910624
Saskatoon,52.1168,-106.6345,22.98,90,100,5.01,CA,1637910604
Concarneau,47.875,-3.9225,47.17,69,100,8.7,FR,1637910849
Neuquén,-38.9516,-68.0591,62.58,36,0,8.05,AR,1637910850
Tilichiki,60.4667,166.1,-8.43,95,27,10.54,RU,1637910850
Muli,2.9167,73.5667,81.39,76,75,12.73,MV,1637910852
Alliance,40.9153,-81.1059,37.42,91,100,15.73,US,1637910852
Ngunguru,-35.6167,174.5,67.15,73,99,7.56,NZ,1637910853
Dali,25.7,100.1833,61.18,34,15,4.97,CN,1637910853
São João da Barra,-21.6403,-41.0511,71.42,84,97,13.02,BR,1637910854
Sittwe,20.15,92.9,84.02,54,4,7.2,MM,1637910854
Alice Springs,-23.7,133.8833,78.35,41,90,13.8,AU,1637910855
Sambava,-14.2667,50.1667,83.46,65,28,8.63,MG,1637910855
Kenora,49.8167,-94.4337,17.58,61,100,11.99,CA,1637910856
Chudovo,59.1167,31.6833,33.84,96,100,13.06,RU,1637910856
Dhanwār,24.4167,85.9833,76.06,26,0,5.12,IN,1637910857
Erenhot,43.6475,111.9767,30.72,61,0,8.63,CN,1637910857
Lompoc,34.6391,-120.4579,59.41,82,1,6.91,US,1637910859
Dwārka,22.2394,68.9678,82.51,47,72,4.43,IN,1637910859
Kimberley,-28.7323,24.7623,66.07,58,100,27.38,ZA,1637910859
La Palma,33.8464,-118.0467,68.36,13,1,4.0,US,1637910860
Newport,51.5877,-2.9984,49.86,88,100,22.3,GB,1637910760
Maniitsoq,65.4167,-52.9,27.21,60,100,4.94,GL,1637910860
Morant Bay,17.8815,-76.4093,77.67,80,46,12.97,JM,1637910861
Launceston,-41.45,147.1667,63.81,52,90,8.99,AU,1637910861
Saldanha,-33.0117,17.9442,67.95,66,100,7.72,ZA,1637910861
Matara,5.9485,80.5353,82.8,79,59,10.07,LK,1637910862
Forécariah,9.4306,-13.0881,73.36,91,24,2.68,GN,1637910862
Khani,41.9563,42.9566,42.37,80,97,3.8,GE,1637910863
Yamada,39.4667,141.95,41.94,63,14,15.32,JP,1637910863
Santa Maria,-29.6842,-53.8069,65.53,91,63,11.3,BR,1637910864
Sobolevo,54.4299,31.8996,32.13,87,100,15.93,RU,1637910864
Chebenki,51.9337,55.7077,29.95,93,100,9.15,RU,1637910865
Hanzhong,33.0728,107.0303,57.94,50,100,3.33,CN,1637910865
Oktyabr'skoye,43.0645,44.7417,28.54,92,90,4.47,RU,1637910865
Vangaindrano,-23.35,47.6,75.16,57,100,8.5,MG,1637910866
Ulladulla,-35.35,150.4667,60.76,90,100,18.41,AU,1637910866
Uray,60.1247,64.7758,9.45,92,100,7.49,RU,1637910867
Magaria,12.9983,8.9099,74.48,20,0,7.85,NE,1637910867
Kondol',52.8189,45.058,33.26,92,26,14.23,RU,1637910867
Nānākuli,21.3906,-158.1547,76.98,69,1,3.44,US,1637910868
Mahébourg,-20.4081,57.7,84.49,61,20,8.05,MU,1637910868
Phanom Sarakham,13.7479,101.3553,88.9,51,100,11.68,TH,1637910869
Itarema,-2.9248,-39.9167,79.86,77,76,12.77,BR,1637910869
Qeshm,26.9581,56.2719,84.07,51,0,3.83,IR,1637910869
Traverse City,44.7631,-85.6206,28.58,77,90,16.11,US,1637910870
Los Llanos de Aridane,28.6585,-17.9182,62.35,87,0,5.01,ES,1637910870
Bam,29.106,58.357,67.87,31,0,3.49,IR,1637910871
Dunedin,-45.8742,170.5036,50.7,93,100,6.33,NZ,1637910871
Mount Gambier,-37.8333,140.7667,60.71,67,90,18.41,AU,1637910872
Praia da Vitória,38.7333,-27.0667,59.76,76,95,24.65,PT,1637910872
Tasiilaq,65.6145,-37.6368,28.56,54,100,6.44,GL,1637910873
Tateyama,34.9833,139.8667,62.02,53,2,6.22,JP,1637910873
San Policarpo,12.1791,125.5072,81.9,83,100,8.41,PH,1637910873
Yellandu,17.6,80.3333,83.77,49,3,5.1,IN,1637910874
Lixouri,38.2019,20.4314,59.0,100,90,0.0,GR,1637910874
Northam,51.0333,-4.2167,49.6,85,100,27.74,GB,1637910875
Esperance,-33.8667,121.9,69.51,61,0,18.21,AU,1637910875
Coquimbo,-29.9533,-71.3436,58.73,88,90,4.61,CL,1637910796
Deputatsky,69.3,139.9,-32.75,97,82,1.45,RU,1637910876
Farafangana,-22.8167,47.8333,74.26,64,99,8.77,MG,1637910876
Tallahassee,30.4383,-84.2807,60.62,96,65,4.47,US,1637910771
La Asuncion,11.0333,-63.8628,77.68,87,84,6.06,VE,1637910877
Huntsville,34.7304,-86.5861,44.56,89,90,4.0,US,1637910832
At-Bashi,41.1702,75.8106,33.39,51,79,2.01,KG,1637910878
Igrim,63.1906,64.4162,2.95,95,8,4.27,RU,1637910878
Orotukan,62.2667,151.7,-27.44,100,14,3.36,RU,1637910878
Champerico,14.3,-91.9167,78.35,85,24,3.89,GT,1637910879
Tutóia,-2.7619,-42.2744,80.15,80,100,10.4,BR,1637910879
Berdigestyakh,62.0989,126.6992,-10.7,97,72,4.12,RU,1637910881
Cabo San Lucas,22.8909,-109.9124,74.52,78,100,1.01,MX,1637910881
Qui Nhon,13.7667,109.2333,76.62,80,100,23.35,VN,1637910882
Bambous Virieux,-20.3428,57.7575,84.45,61,20,8.05,MU,1637910882
Sokoni,-6.4333,39.55,83.3,70,70,9.69,TZ,1637910882
Hofn,64.2539,-15.2082,28.15,55,0,23.02,IS,1637910883
Anshun,26.25,105.9333,52.83,63,58,8.3,CN,1637910883
Akhmeta,42.0311,45.2075,36.12,98,100,1.25,GE,1637910884
Sandovo,58.4602,36.4128,32.25,88,100,13.71,RU,1637910884
Boa Vista,2.8197,-60.6733,76.98,88,75,5.75,BR,1637910885
Mattru,7.6244,-11.8332,73.87,98,56,2.39,SL,1637910885
Bonthe,7.5264,-12.505,76.96,90,73,2.91,SL,1637910885
Karanpura,29.1018,75.092,78.64,18,0,1.74,IN,1637910886
Tiksi,71.6872,128.8694,4.84,85,100,7.0,RU,1637910886
